Target Name	E-value
G2KVM6_LACSM	1000000.0
A0A0R2JSC5_9LACO	1000000.0
W9EE99_9LACO	1000000.0
A0A0R2I8Q5_9LACO	1000000.0
A0A0R1RRH5_9LACO	1000000.0
A0A0R2DGS6_9LACO	1000000.0
A0A0C1M7A0_9LACO	1000000.0
A0A081BKX9_9LACO	1000000.0
J9W3C2_LACBU	1000000.0
J9W3C2_LACBU	1000000.0
A0A0R1W1T1_9LACO	1000000.0
A0A0D0YUU5_9LACO	1000000.0
A0A0R1S2S1_9LACO	1000000.0
A0A0R1WWN2_9LACO	1000000.0
C2D302_LACBR	1000000.0
A0A0R2HZC9_9LACO	1000000.0
A0A0D4CLL6_LACMC	1000000.0
E0NI75_PEDAC	1000000.0
I7L6U4_9LACO	1000000.0
A0A0R1RFJ4_9LACO	1000000.0
A0A0R2DR00_9LACO	312.19382002601503
A0A0R1S4R8_9LACO	309.58502665202917
A0A2S2JKP0_9LACO	303.16749108729374
A0A2S2JKP0_9LACO	303.16749108729374
A0A0R1MNC7_9LACO	301.67778070526606
A0A0R2AFH9_9LACO	300.7695510786217
A0A1I1T9Q3_9LACO	295.58502665202917
A0A0R1RHH9_9LACO	295.18045606445816
A0A0R1K630_9LACO	292.7212463990472
Q1WVK1_LACS1	290.20760831050177
A0A0R1SG79_9LACO	285.301029995664
A0A0R2N0I6_9LACO	279.7958800173441
A0A0R2DIR3_9LACO	277.9208187539524
A0A089Y508_9LACO	275.5086383061657
A0A0R2DLB6_9LACO	263.7447274948967
A0A0R2DLB6_9LACO	263.7447274948967
A0A0F4LLE0_9LACO	238.95860731484177
A0A0J5P9G6_9LACT	217.53760200210104
A0A0R2HIR8_9LACT	212.10237290870955
G9WGU4_9LACT	210.3187587626244
X0QNI0_9LACO	208.11350927482752
X0QNI0_9LACO	208.11350927482752
A0A0R2FVI8_9LACT	207.6575773191778
A0A1P8Q111_9LACO	195.50863830616572
J9YH95_LEUGJ	194.2441251443275
J9YH95_LEUGJ	194.2441251443275
H3NFH0_9LACT	189.58502665202917
A0A0R2JE56_9LACT	187.09151498112135
J0DFD8_9BIFI	185.26760624017703
CAS9_STRMU	185.23657200643706
A0A1Q2D5C5_9ENTE	183.82390874094432
I6T669_ENTHA	183.53760200210104
A0A2A4DVN9_ENTHR	183.30102999566398
A0A1L8SVK0_9ENTE	182.431798275933
A0A0H4LAX2_9LACO	181.79588001734407
A0A1J0A4R8_9ENTE	181.29242982390207
E6LI02_9ENTE	181.22184874961636
A0A261F7M3_9BIFI	180.3565473235138
Q8E042_STRA5	178.85387196432177
F9HIG7_9STRE	177.4202164033832
A0A1Q8RF43_9STRE	176.92081875395237
V5XLV7_ENTMU	176.5528419686578
A0A1L8WQK4_9ENTE	176.4202164033832
A0A1I0EHL5_9FIRM	176.33724216831843
A0A242K0X1_9ENTE	176.29242982390207
A0A139NKI7_9STRE	176.2839966563652
A0A1I6SZS7_9BACI	176.13076828026902
A0A1R4JY54_9SPHI	175.95860731484177
A0A179EQS1_ENTTH	175.10237290870955
A0A0R2HM97_9FIRM	171.85387196432177
R7KBA0_9CLOT	170.6777807052661
G5JVJ9_9STRE	169.92081875395237
V4Q7N5_STRIN	169.4948500216801
A0A1X6WKP1_9ENTE	169.3767507096021
R3WHR8_9ENTE	169.33724216831843
R5SXF4_9CLOT	169.14874165128091
A0A1E8GQ60_9LACT	169.08618614761627
R5MT23_9MOLU	168.6777807052661
U2VD49_9ACTN	167.79588001734407
A0A0R1TV35_9LACO	167.431798275933
A0A062XBE5_9LACO	167.4089353929735
D4J3S7_9FIRM	167.13076828026902
R7GMQ9_9FIRM	166.82390874094432
R6ZAM8_9CLOT	166.72124639904717
A0A1L8RHH1_9ENTE	166.00436480540245
A0A172Q7S3_9STRE	165.88605664769315
A0A0P6SHS4_9STRE	165.76955107862173
A0A095XEU7_9FIRM	165.7447274948967
B5CL59_9FIRM	165.20065945054642
R5RU71_9CLOT	165.01322826573374
G5KAN2_9STRE	164.76955107862173
A0A0E4H4H8_9STRE	163.38721614328026
R9MHT9_9FIRM	163.3187587626244
A0A1G6A5G6_9STRE	163.04575749056067
A0A1Q8EAV4_9STRE	162.38721614328026
R6I3U9_9ACTN	161.5528419686578
R7I2K1_9CLOT	161.06550154875643
A0A1G5VTW4_9FIRM	160.82390874094432
U2SSY7_9FUSO	160.0
A0A2P8R3D8_9PROT	159.92081875395237
M4YX12_STREQ	159.6197887582884
F9MP31_9FIRM	157.6197887582884
F7UWL3_EEGSY	157.3665315444204
R5Z6B4_9FIRM	156.60205999132796
A0A1G8P2U6_9LACT	156.33724216831843
E1QW44_OLSUV	154.76955107862173
R6P3Z6_9FIRM	154.60205999132796
A0A1Y3X8W7_9FIRM	154.4202164033832
A0A1G9IV55_9CLOT	154.3565473235138
R6ET93_9FIRM	154.34678748622466
Q73QW6_TREDE	154.25963731050575
Q73QW6_TREDE	154.25963731050575
W3Y2C1_9FIRM	154.17392519729918
A0A1E5KUU0_9ENTE	153.30102999566398
A0A1E5KUU0_9ENTE	153.30102999566398
R5BQB0_9FIRM	152.92081875395237
A0A133YY65_9ACTN	151.52287874528034
A0A1Y4MDC8_9FIRM	150.85387196432177
A0A1Y4MDC8_9FIRM	150.85387196432177
R5YGP2_9FIRM	150.82390874094432
A0A0C1LZG5_9LACO	150.23657200643706
A0A128ECZ8_9PROT	149.79588001734407
A0A1M4Z2G1_9FIRM	149.6382721639824
R7D1C6_9ACTN	149.30102999566398
A0A133ZK65_9FIRM	148.04575749056067
A0A062XN29_LEUPS	147.88605664769315
F2NB82_CORGP	147.4814860601221
F2NB82_CORGP	147.4814860601221
A0A1Y4G2J4_9ACTN	146.6197887582884
R5FLM1_9ACTN	146.11350927482752
A0A2K2U9X6_9ACTN	145.72124639904717
D6GRK4_FILAD	144.76955107862173
A0A017H668_9FUSO	144.45593195564973
A0A0R1KBL5_9LACO	143.92081875395237
A0A1H3WUW7_9FIRM	143.85387196432177
R6QHH1_9FIRM	143.2441251443275
W1U735_9FIRM	142.16115090926274
A0A095ZV18_9FIRM	142.0
A0A261F7P4_9BIFI	140.6197887582884
A0A261F7P4_9BIFI	140.6197887582884
A0A261F7P4_9BIFI	140.6197887582884
E0NJ84_9FIRM	139.2757241303992
R9LW52_9FIRM	139.26760624017703
A0A0R2KGU9_9LACO	139.09151498112135
A0A1Y4M0G0_9FIRM	138.76955107862173
A0A1H2SUB6_9FIRM	138.03621217265444
R5J5B2_9FIRM	137.6575773191778
S0RVL7_9ENTE	136.76955107862173
R6U7U5_9CLOT	136.6777807052661
S1NSG8_9ENTE	136.6382721639824
C5NZ04_9BACL	136.53760200210104
R7N9S8_9FIRM	136.3279021420643
C2CKI6_9FIRM	135.60205999132796
A0A1I1D643_9FIRM	135.53760200210104
J4KB57_9FIRM	135.3279021420643
H3NQF8_9FIRM	135.2441251443275
R5N3I1_9FIRM	134.92081875395237
A0A2K9P034_9FIRM	134.82390874094432
R5GJ26_9FIRM	134.07572071393813
A0A1Y4MYU4_9FIRM	134.00436480540245
Q7P7J1_FUSNV	133.4948500216801
A0A0R1U8F5_9LACO	132.568636235841
W7CZE5_9LIST	132.14266750356873
A0A1Q6TH32_9FIRM	131.92081875395237
G4Q6A5_ACIIR	131.3565473235138
A0A239U749_9STAP	131.2757241303992
A0A0B4S2L0_9FIRM	130.2518119729938
E7MR72_9FIRM	129.11350927482752
A0A1I1AMI4_9FIRM	128.72124639904717
U2U1P0_9ACTN	128.431798275933
B0RZQ7_FINM2	128.05551732784983
A0A2K3ZAQ9_9STAP	125.88605664769317
A0A1H6QJL3_9FIRM	125.45593195564973
D7N6R3_9FIRM	124.88605664769317
A0A133YDF1_9FIRM	124.4089353929735
W7CGS6_BROTH	123.56863623584101
R5ZG15_9CLOT	123.0
R5ZG15_9CLOT	123.0
A0A133YSB7_9FIRM	122.25963731050575
R5R3T7_9FIRM	118.72124639904717
R5R3T7_9FIRM	118.72124639904717
A0A1T4LEJ3_9ENTE	116.85387196432177
A0A1T4LEJ3_9ENTE	116.85387196432177
A0A1T4LEJ3_9ENTE	116.85387196432177
A0A1H3WQM5_9FIRM	116.18045606445813
R5JYM0_9FIRM	113.24412514432751
R6XMN7_9FIRM	111.0409586076789
R7FJU9_9CLOT	107.72124639904717
R7FJU9_9CLOT	107.72124639904717
R5V4T4_9FIRM	106.52287874528034
F9N3Y3_9FIRM	100.65757731917779
T0UXW1_9STRE	88.45593195564973
E6MK08_9FIRM	84.30980391997149
E7NSW4_TREPH	79.431798275933
W7CWL2_9LIST	74.0
T0UPW4_9STRE	62.130768280269024
E6MK09_9FIRM	54.01322826573376
C2KY79_9FIRM	48.29242982390206
C2KY78_9FIRM	46.25963731050576
W7B6K5_9LIST	44.431798275933005
W7CJX3_BROTH	43.6575773191778
A0A2K3ZEA6_9STAP	41.95860731484178
H1D477_9FUSO	41.95860731484178
E7NSW3_TREPH	38.31875876262441
C2KY80_9FIRM	36.585026652029185
A0A1G9C575_9BACI	35.920818753952375
A0A1G9C575_9BACI	35.920818753952375
H1D479_9FUSO	35.85387196432176
S0SBT3_9ENTE	34.38721614328026
F9N3Y2_9FIRM	31.4089353929735
R7G6K2_9FIRM	28.2518119729938
R7G6K2_9FIRM	28.2518119729938
A0A2U1BAQ7_9FIRM	27.657577319177793
