Target Name	E-value
R6ZAM8_9CLOT	1000000.0
B5CL59_9FIRM	1000000.0
D4J3S7_9FIRM	1000000.0
R9MHT9_9FIRM	1000000.0
R5RU71_9CLOT	1000000.0
R5SXF4_9CLOT	1000000.0
S1NSG8_9ENTE	1000000.0
A0A1G5VTW4_9FIRM	1000000.0
A0A1G9IV55_9CLOT	1000000.0
A0A1Y3X8W7_9FIRM	1000000.0
A0A1Y3X8W7_9FIRM	1000000.0
R6P3Z6_9FIRM	1000000.0
R6U7U5_9CLOT	1000000.0
A0A1Y4MDC8_9FIRM	1000000.0
A0A1Y4MDC8_9FIRM	1000000.0
R6QHH1_9FIRM	1000000.0
A0A1Q6TH32_9FIRM	1000000.0
A0A1Y4MYU4_9FIRM	1000000.0
A0A017H668_9FUSO	1000000.0
R5Z6B4_9FIRM	312.5850266520284
Q73QW6_TREDE	310.0457574905607
Q73QW6_TREDE	310.0457574905607
R6ET93_9FIRM	307.69897000433605
A0A1M4Z2G1_9FIRM	304.67778070526606
R5N3I1_9FIRM	302.8239087409443
R5YGP2_9FIRM	299.5528419686578
D6GRK4_FILAD	298.4948500216801
E0NJ84_9FIRM	298.43179827593303
A0A2K9P034_9FIRM	291.8239087409443
E7MR72_9FIRM	291.4814860601221
R5GJ26_9FIRM	285.4948500216801
C2CKI6_9FIRM	283.22184874961636
A0A1Y4M0G0_9FIRM	281.2757241303992
A0A2P8R3D8_9PROT	280.13667713987957
A0A1H3WUW7_9FIRM	274.4089353929735
A0A1H2SUB6_9FIRM	273.10790539730954
A0A1G8P2U6_9LACT	270.26760624017703
U2SSY7_9FUSO	269.20760831050177
R9LW52_9FIRM	268.67778070526606
A0A128ECZ8_9PROT	267.46852108295775
A0A128ECZ8_9PROT	267.46852108295775
A0A133ZK65_9FIRM	267.35654732351384
W1U735_9FIRM	265.22914798835785
W1U735_9FIRM	265.22914798835785
A0A095ZV18_9FIRM	265.21467016498923
A0A095ZV18_9FIRM	265.21467016498923
R5J5B2_9FIRM	264.5528419686578
J4KB57_9FIRM	263.3665315444204
A0A1I1D643_9FIRM	260.5086383061657
G4Q6A5_ACIIR	259.8239087409443
A0A1H3WQM5_9FIRM	259.2839966563652
C5NZ04_9BACL	257.7695510786217
H3NQF8_9FIRM	255.0
F9MP31_9FIRM	254.30102999566398
R5BQB0_9FIRM	254.14874165128091
A0A1I1AMI4_9FIRM	252.92081875395237
W3Y2C1_9FIRM	248.10237290870955
A0A1H6QJL3_9FIRM	247.60205999132796
Q7P7J1_FUSNV	246.2518119729938
R5JYM0_9FIRM	237.22914798835785
B0RZQ7_FINM2	236.79588001734407
R5R3T7_9FIRM	232.88605664769315
A0A0B4S2L0_9FIRM	225.08618614761627
D7N6R3_9FIRM	224.20065945054642
A0A0R2KGU9_9LACO	223.52287874528034
A0A133YSB7_9FIRM	219.0268721464003
F9N3Y3_9FIRM	198.0409586076789
R7GMQ9_9FIRM	192.21467016498923
A0A0R2HM97_9FIRM	191.92081875395237
A0A0R2HZC9_9LACO	186.4202164033832
R7I2K1_9CLOT	186.38721614328026
A0A1I0EHL5_9FIRM	186.20065945054642
R7KBA0_9CLOT	177.82390874094432
A0A1P8Q111_9LACO	175.82390874094432
A0A0R2FVI8_9LACT	175.34678748622466
A0A0R2I8Q5_9LACO	174.1938200260161
A0A0R1RRH5_9LACO	174.02227639471116
R5MT23_9MOLU	173.21467016498923
R5MT23_9MOLU	173.21467016498923
A0A1Q8RF43_9STRE	171.60205999132796
A0A0R1W1T1_9LACO	171.50863830616572
W9EE99_9LACO	170.20760831050174
J9YH95_LEUGJ	169.22184874961636
J9YH95_LEUGJ	169.22184874961636
A0A1R4JY54_9SPHI	168.01772876696043
C2D302_LACBR	168.00877392430752
R6I3U9_9ACTN	167.30102999566398
G9WGU4_9LACT	167.29242982390207
G9WGU4_9LACT	167.29242982390207
J9W3C2_LACBU	167.18708664335713
E0NI75_PEDAC	167.14874165128091
A0A0R1S4R8_9LACO	166.431798275933
A0A0R1S4R8_9LACO	166.431798275933
A0A0R1S2S1_9LACO	165.88605664769315
A0A0R1TV35_9LACO	165.50863830616572
G2KVM6_LACSM	165.0
Q8E042_STRA5	164.92081875395237
Q8E042_STRA5	164.92081875395237
A0A2K2U9X6_9ACTN	164.88605664769315
A0A1Q8EAV4_9STRE	164.4089353929735
A0A1Q8EAV4_9STRE	164.4089353929735
A0A1Y4G2J4_9ACTN	164.3665315444204
A0A0D0YUU5_9LACO	164.29242982390207
I6T669_ENTHA	163.88605664769315
CAS9_STRMU	163.7447274948967
A0A081BKX9_9LACO	163.6382721639824
A0A1L8WQK4_9ENTE	163.60205999132796
A0A0R2DIR3_9LACO	163.4814860601221
E6LI02_9ENTE	163.4814860601221
A0A1X6WKP1_9ENTE	163.09691001300806
A0A0R2HIR8_9LACT	162.95860731484177
A0A2A4DVN9_ENTHR	162.95860731484177
A0A0R1WWN2_9LACO	162.82390874094432
X0QNI0_9LACO	162.82390874094432
X0QNI0_9LACO	162.82390874094432
A0A0R2JSC5_9LACO	161.92081875395237
V5XLV7_ENTMU	161.85387196432177
A0A1I6SZS7_9BACI	161.4436974992327
A0A242K0X1_9ENTE	161.3187587626244
