Target Name	E-value
B5CL59_9FIRM	1000000.0
D4J3S7_9FIRM	1000000.0
R9MHT9_9FIRM	1000000.0
R6ZAM8_9CLOT	1000000.0
R5RU71_9CLOT	1000000.0
R5SXF4_9CLOT	1000000.0
S1NSG8_9ENTE	1000000.0
A0A1G5VTW4_9FIRM	1000000.0
A0A1G9IV55_9CLOT	1000000.0
R6P3Z6_9FIRM	1000000.0
R6U7U5_9CLOT	1000000.0
A0A1Y3X8W7_9FIRM	1000000.0
A0A1Y3X8W7_9FIRM	1000000.0
A0A1Y4MDC8_9FIRM	1000000.0
A0A1Y4MDC8_9FIRM	1000000.0
R6QHH1_9FIRM	1000000.0
A0A1Y4MYU4_9FIRM	1000000.0
A0A017H668_9FUSO	1000000.0
A0A1Q6TH32_9FIRM	1000000.0
R5N3I1_9FIRM	1000000.0
A0A1M4Z2G1_9FIRM	1000000.0
E0NJ84_9FIRM	1000000.0
Q73QW6_TREDE	1000000.0
Q73QW6_TREDE	1000000.0
R6ET93_9FIRM	314.65757731944706
R5Z6B4_9FIRM	313.45593195563475
D6GRK4_FILAD	306.130768280269
A0A2P8R3D8_9PROT	305.16749108729374
C2CKI6_9FIRM	304.0043648054025
R5YGP2_9FIRM	302.1023729087096
E7MR72_9FIRM	298.8860566476932
A0A2K9P034_9FIRM	297.63827216398244
A0A1H3WUW7_9FIRM	296.43179827593303
U2SSY7_9FUSO	290.01772876696043
W1U735_9FIRM	289.58502665202917
W1U735_9FIRM	289.58502665202917
A0A095ZV18_9FIRM	289.39794000867204
A0A095ZV18_9FIRM	289.39794000867204
C5NZ04_9BACL	285.5086383061657
R5BQB0_9FIRM	284.31875876262444
R5GJ26_9FIRM	282.7447274948967
R9LW52_9FIRM	280.7958800173441
A0A128ECZ8_9PROT	280.3665315444204
A0A128ECZ8_9PROT	280.3665315444204
W3Y2C1_9FIRM	277.9586073148418
A0A1Y4M0G0_9FIRM	277.8860566476932
A0A133ZK65_9FIRM	273.9208187539524
A0A1G8P2U6_9LACT	273.6197887582884
A0A1H2SUB6_9FIRM	273.0757207139381
R5J5B2_9FIRM	271.4559319556497
H3NQF8_9FIRM	270.46852108295775
B0RZQ7_FINM2	270.4559319556497
A0A1I1D643_9FIRM	267.26760624017703
A0A1H6QJL3_9FIRM	266.9586073148418
A0A1H3WQM5_9FIRM	266.1023729087096
F9MP31_9FIRM	265.2365720064371
J4KB57_9FIRM	265.20760831050177
G4Q6A5_ACIIR	264.7958800173441
R5JYM0_9FIRM	256.0043648054025
D7N6R3_9FIRM	253.6382721639824
A0A1I1AMI4_9FIRM	253.20065945054642
Q7P7J1_FUSNV	251.69897000433602
R5R3T7_9FIRM	236.6382721639824
A0A0B4S2L0_9FIRM	235.01322826573374
A0A133YSB7_9FIRM	230.2757241303992
A0A0R2KGU9_9LACO	222.38721614328026
F9N3Y3_9FIRM	212.16749108729377
R7GMQ9_9FIRM	196.16749108729377
R7KBA0_9CLOT	189.2441251443275
R7KBA0_9CLOT	189.2441251443275
A0A0R2HM97_9FIRM	188.5528419686578
A0A1I0EHL5_9FIRM	188.34678748622466
E0NI75_PEDAC	186.4089353929735
R7I2K1_9CLOT	185.72124639904717
A0A0R2HZC9_9LACO	185.15490195998575
A0A0R1RRH5_9LACO	179.95860731484177
R6I3U9_9ACTN	179.2839966563652
R6I3U9_9ACTN	179.2839966563652
A0A0R1S4R8_9LACO	177.82390874094432
A0A0R1S4R8_9LACO	177.82390874094432
A0A1P8Q111_9LACO	177.72124639904717
A0A0R1W1T1_9LACO	177.30102999566398
A0A1Q8RF43_9STRE	175.3767507096021
R5MT23_9MOLU	174.46852108295775
R5MT23_9MOLU	174.46852108295775
A0A0R1WWN2_9LACO	173.1938200260161
R6XMN7_9FIRM	173.1079053973095
J9W3C2_LACBU	170.06550154875643
I7L6U4_9LACO	169.95860731484177
J9YH95_LEUGJ	169.85387196432177
J9YH95_LEUGJ	169.85387196432177
A0A0R2FVI8_9LACT	169.18708664335713
F2NB82_CORGP	169.06048074738138
F2NB82_CORGP	169.06048074738138
G9WGU4_9LACT	168.6777807052661
G9WGU4_9LACT	168.6777807052661
W9EE99_9LACO	168.46852108295775
CAS9_STRMU	168.34678748622466
A0A1Q8EAV4_9STRE	168.23657200643706
A0A1Q8EAV4_9STRE	168.23657200643706
A0A0R2AFH9_9LACO	168.22184874961636
A0A1I1T9Q3_9LACO	168.11350927482752
A0A1I1T9Q3_9LACO	168.11350927482752
A0A0R1S2S1_9LACO	167.85387196432177
A0A1I6SZS7_9BACI	167.76955107862173
I6T669_ENTHA	167.46852108295775
A0A2A4DVN9_ENTHR	167.4089353929735
A0A139NKI7_9STRE	166.69897000433602
A0A139NKI7_9STRE	166.69897000433602
A0A0E4H4H8_9STRE	166.52287874528034
A0A0E4H4H8_9STRE	166.52287874528034
G5JVJ9_9STRE	166.431798275933
A0A0R2JE56_9LACT	165.6777807052661
A0A0R2JE56_9LACT	165.6777807052661
M4YX12_STREQ	165.431798275933
M4YX12_STREQ	165.431798275933
A0A0J5P9G6_9LACT	165.1938200260161
R5V4T4_9FIRM	165.11350927482752
A0A2K2U9X6_9ACTN	165.0
A0A1R4JY54_9SPHI	164.95860731484177
A0A0H4LAX2_9LACO	164.82390874094432
A0A0H4LAX2_9LACO	164.82390874094432
A0A1Y4G2J4_9ACTN	164.82390874094432
A0A0R2I8Q5_9LACO	164.82390874094432
F9HIG7_9STRE	164.76955107862173
F9HIG7_9STRE	164.76955107862173
R7N9S8_9FIRM	164.69897000433602
A0A0R2DIR3_9LACO	164.69897000433602
A0A0R1TV35_9LACO	164.3187587626244
X0QNI0_9LACO	164.30102999566398
X0QNI0_9LACO	164.30102999566398
Q8E042_STRA5	164.0409586076789
Q8E042_STRA5	164.0409586076789
A0A0R2DGS6_9LACO	163.95860731484177
G2KVM6_LACSM	163.6777807052661
A0A0R2HIR8_9LACT	163.5528419686578
R5FLM1_9ACTN	163.16749108729377
R5FLM1_9ACTN	163.16749108729377
A0A133YY65_9ACTN	163.14874165128091
A0A133YY65_9ACTN	163.14874165128091
A0A0D0YUU5_9LACO	162.92081875395237
R5ZG15_9CLOT	162.88605664769315
R5ZG15_9CLOT	162.88605664769315
R5ZG15_9CLOT	162.88605664769315
A0A172Q7S3_9STRE	162.58502665202917
A0A172Q7S3_9STRE	162.58502665202917
F7UWL3_EEGSY	162.39794000867204
F7UWL3_EEGSY	162.39794000867204
A0A0P6SHS4_9STRE	162.21467016498923
A0A0P6SHS4_9STRE	162.21467016498923
A0A081BKX9_9LACO	162.16749108729377
A0A179EQS1_ENTTH	162.13667713987954
A0A242K0X1_9ENTE	161.95860731484177
C2D302_LACBR	161.76955107862173
Q1WVK1_LACS1	161.45593195564973
V4Q7N5_STRIN	161.21467016498923
E6MK09_9FIRM	160.95860731484177
A0A1Q2D5C5_9ENTE	160.92081875395237
A0A1L8RHH1_9ENTE	160.76955107862173
E6LI02_9ENTE	160.568636235841
H3NFH0_9LACT	160.568636235841
A0A0R1MNC7_9LACO	160.568636235841
A0A1G6A5G6_9STRE	159.95860731484177
A0A1G6A5G6_9STRE	159.95860731484177
A0A0R2JSC5_9LACO	159.95860731484177
A0A0R1RFJ4_9LACO	159.6777807052661
R3WHR8_9ENTE	159.568636235841
R7FJU9_9CLOT	158.6382721639824
J0DFD8_9BIFI	158.4202164033832
J0DFD8_9BIFI	158.4202164033832
E1QW44_OLSUV	158.29242982390207
E1QW44_OLSUV	158.29242982390207
U2VD49_9ACTN	157.29242982390207
U2VD49_9ACTN	157.29242982390207
A0A1L8WQK4_9ENTE	157.14266750356873
G5KAN2_9STRE	156.6777807052661
G5KAN2_9STRE	156.6777807052661
A0A1E8GQ60_9LACT	156.45593195564973
V5XLV7_ENTMU	156.3098039199715
A0A1J0A4R8_9ENTE	156.04575749056067
A0A1L8SVK0_9ENTE	155.79588001734407
A0A1X6WKP1_9ENTE	155.6197887582884
A0A261F7M3_9BIFI	155.50863830616572
A0A261F7M3_9BIFI	155.50863830616572
A0A062XBE5_9LACO	155.4948500216801
R7D1C6_9ACTN	155.45593195564973
R7D1C6_9ACTN	155.45593195564973
A0A095XEU7_9FIRM	155.13667713987954
A0A0D4CLL6_LACMC	153.95860731484177
A0A0R2DLB6_9LACO	153.52287874528034
A0A0R2DLB6_9LACO	153.52287874528034
A0A089Y508_9LACO	152.60205999132796
A0A089Y508_9LACO	152.60205999132796
A0A0R2DR00_9LACO	152.568636235841
U2U1P0_9ACTN	151.88605664769315
A0A0R1K630_9LACO	151.33724216831843
A0A0R1K630_9LACO	151.33724216831843
A0A2K3ZAQ9_9STAP	151.08092190762392
A0A1E5KUU0_9ENTE	147.92081875395237
A0A1E5KUU0_9ENTE	147.92081875395237
A0A1E5KUU0_9ENTE	147.92081875395237
A0A239U749_9STAP	146.82390874094432
A0A2S2JKP0_9LACO	144.58502665202917
A0A2S2JKP0_9LACO	144.58502665202917
A0A0R1RHH9_9LACO	143.79588001734407
A0A0R2N0I6_9LACO	143.22184874961636
E7NSW4_TREPH	143.10237290870955
W7CZE5_9LIST	141.01322826573374
A0A0R1KBL5_9LACO	138.6382721639824
A0A0R1SG79_9LACO	138.30102999566398
E7NSW3_TREPH	132.95860731484177
C2KY78_9FIRM	130.85387196432177
W7CGS6_BROTH	130.5528419686578
E6MK08_9FIRM	128.3565473235138
A0A133YDF1_9FIRM	128.1079053973095
A0A261F7P4_9BIFI	122.2518119729938
A0A261F7P4_9BIFI	122.2518119729938
A0A062XN29_LEUPS	119.65757731917779
