Target Name	E-value
A0A0R2HM97_9FIRM	1000000.0
R7GMQ9_9FIRM	1000000.0
A0A1I0EHL5_9FIRM	1000000.0
R7I2K1_9CLOT	277.0809219076239
A0A1P8Q111_9LACO	231.60205999132796
R5MT23_9MOLU	215.4814860601221
A0A2K2U9X6_9ACTN	213.3565473235138
R7N9S8_9FIRM	210.60205999132796
A0A0H4LAX2_9LACO	208.92081875395237
R7KBA0_9CLOT	208.85387196432177
A0A1Y4G2J4_9ACTN	205.4436974992327
A0A1Q2D5C5_9ENTE	204.88605664769315
A0A1L8SVK0_9ENTE	200.85387196432177
F2NB82_CORGP	198.568636235841
A0A1Q8RF43_9STRE	195.30102999566398
R6P3Z6_9FIRM	194.52287874528034
H3NFH0_9LACT	194.4436974992327
R6ZAM8_9CLOT	194.38721614328026
F7UWL3_EEGSY	193.82390874094432
R6I3U9_9ACTN	193.69897000433602
E1QW44_OLSUV	192.09151498112135
E0NJ84_9FIRM	191.92081875395237
A0A1I6SZS7_9BACI	191.3665315444204
R9MHT9_9FIRM	191.10237290870955
A0A017H668_9FUSO	190.76955107862173
B5CL59_9FIRM	190.69897000433602
A0A1J0A4R8_9ENTE	190.6382721639824
D4J3S7_9FIRM	190.45593195564973
CAS9_STRMU	189.6777807052661
A0A242K0X1_9ENTE	189.4202164033832
U2VD49_9ACTN	189.26760624017703
A0A1L8RHH1_9ENTE	188.6777807052661
Q8E042_STRA5	188.2757241303992
R7D1C6_9ACTN	188.01772876696043
R3WHR8_9ENTE	187.2839966563652
A0A179EQS1_ENTTH	186.7447274948967
G5JVJ9_9STRE	186.6382721639824
A0A0R2HZC9_9LACO	186.46852108295775
A0A1R4JY54_9SPHI	186.431798275933
A0A1X6WKP1_9ENTE	185.6575773191778
A0A1L8WQK4_9ENTE	185.6382721639824
A0A0R2FVI8_9LACT	185.11350927482752
A0A0P6SHS4_9STRE	185.08618614761627
R5FLM1_9ACTN	185.01322826573374
A0A095XEU7_9FIRM	185.00436480540245
F9HIG7_9STRE	184.2839966563652
R5SXF4_9CLOT	184.1191864077192
A0A2A4DVN9_ENTHR	183.6575773191778
M4YX12_STREQ	183.0705810742857
A0A1E8GQ60_9LACT	182.60205999132796
I6T669_ENTHA	182.38721614328026
A0A139NKI7_9STRE	181.08618614761627
A0A0E4H4H8_9STRE	180.76955107862173
W9EE99_9LACO	180.53760200210104
A0A172Q7S3_9STRE	180.50863830616572
A0A0R2HIR8_9LACT	179.39794000867204
D6GRK4_FILAD	179.18708664335713
A0A0R1W1T1_9LACO	179.17392519729918
V5XLV7_ENTMU	178.4814860601221
X0QNI0_9LACO	178.30102999566398
R5RU71_9CLOT	177.2839966563652
G9WGU4_9LACT	177.2757241303992
E6LI02_9ENTE	177.1191864077192
A0A1G6A5G6_9STRE	176.3098039199715
A0A1G5VTW4_9FIRM	175.58502665202917
A0A081BKX9_9LACO	175.4089353929735
B0RZQ7_FINM2	175.34678748622466
S1NSG8_9ENTE	174.95860731484177
A0A0R2I8Q5_9LACO	174.85387196432177
R5J5B2_9FIRM	174.20760831050174
A0A1Q8EAV4_9STRE	173.50863830616572
G2KVM6_LACSM	173.2839966563652
R5N3I1_9FIRM	173.1079053973095
A0A2P8R3D8_9PROT	173.0409586076789
A0A0J5P9G6_9LACT	173.01322826573374
R6QHH1_9FIRM	172.95860731484177
A0A0R2JSC5_9LACO	172.82390874094432
V4Q7N5_STRIN	172.53760200210104
R5YGP2_9FIRM	172.25963731050575
A0A133YY65_9ACTN	172.13076828026902
Q73QW6_TREDE	172.09691001300806
U2U1P0_9ACTN	171.88605664769315
A0A1G9IV55_9CLOT	170.72124639904717
A0A0R2DGS6_9LACO	170.69897000433602
R6ET93_9FIRM	170.6777807052661
A0A261F7M3_9BIFI	170.6382721639824
A0A1E5KUU0_9ENTE	169.7447274948967
A0A1E5KUU0_9ENTE	169.7447274948967
A0A0R1S2S1_9LACO	169.7447274948967
A0A0D0YUU5_9LACO	169.7447274948967
J9YH95_LEUGJ	169.69897000433602
C2CKI6_9FIRM	169.3098039199715
A0A1Y3X8W7_9FIRM	169.0506099933551
A0A1Y3X8W7_9FIRM	169.0506099933551
A0A1M4Z2G1_9FIRM	168.6382721639824
G5KAN2_9STRE	168.58502665202917
A0A0R1TV35_9LACO	168.3187587626244
W3Y2C1_9FIRM	167.88605664769315
J9W3C2_LACBU	167.79588001734407
A0A0R1RRH5_9LACO	167.22914798835785
C2D302_LACBR	167.05551732784983
A0A1G8P2U6_9LACT	166.76955107862173
A0A128ECZ8_9PROT	166.76955107862173
U2SSY7_9FUSO	165.431798275933
R6U7U5_9CLOT	165.06550154875643
E0NI75_PEDAC	165.0
J0DFD8_9BIFI	164.29242982390207
A0A2K9P034_9FIRM	162.92081875395237
A0A0R1MNC7_9LACO	162.5528419686578
A0A1I1AMI4_9FIRM	161.95860731484177
