Target Name	E-value
E1QW44_OLSUV	1000000.0
U2VD49_9ACTN	1000000.0
R6I3U9_9ACTN	1000000.0
F2NB82_CORGP	1000000.0
R7D1C6_9ACTN	1000000.0
F7UWL3_EEGSY	1000000.0
A0A2K2U9X6_9ACTN	1000000.0
A0A1Y4G2J4_9ACTN	1000000.0
R5FLM1_9ACTN	1000000.0
A0A133YY65_9ACTN	305.7695510786217
U2U1P0_9ACTN	293.01322826573374
R7I2K1_9CLOT	190.1938200260161
A0A0R2HM97_9FIRM	189.21467016498923
R7GMQ9_9FIRM	178.03151705144606
A0A1P8Q111_9LACO	177.4436974992327
A0A1I0EHL5_9FIRM	174.2518119729938
R5MT23_9MOLU	171.0
A0A0R1W1T1_9LACO	167.07572071393813
A0A0J5P9G6_9LACT	164.82390874094432
A0A0R1S2S1_9LACO	164.6197887582884
A0A0R2HIR8_9LACT	164.4436974992327
A0A0H4LAX2_9LACO	164.3279021420643
A0A1I6SZS7_9BACI	164.23657200643706
A0A139NKI7_9STRE	164.18045606445813
J9W3C2_LACBU	163.2757241303992
A0A1L8SVK0_9ENTE	162.88605664769315
E6LI02_9ENTE	162.6382721639824
A0A1Q8RF43_9STRE	162.06550154875643
A0A0R1MNC7_9LACO	161.26760624017703
CAS9_STRMU	161.0268721464003
R5SXF4_9CLOT	160.58502665202917
R5SXF4_9CLOT	160.58502665202917
H3NFH0_9LACT	160.4436974992327
R7N9S8_9FIRM	160.3279021420643
D6GRK4_FILAD	160.21467016498923
A0A095XEU7_9FIRM	159.20760831050174
A0A0R2I8Q5_9LACO	159.0
V5XLV7_ENTMU	158.95860731484177
F9HIG7_9STRE	158.5528419686578
W9EE99_9LACO	158.50863830616572
A0A0R2HZC9_9LACO	158.45593195564973
A0A1I1T9Q3_9LACO	157.95860731484177
A0A0R1TV35_9LACO	157.76955107862173
A0A242K0X1_9ENTE	157.7447274948967
A0A261F7M3_9BIFI	157.52287874528034
B5CL59_9FIRM	157.2839966563652
B5CL59_9FIRM	157.2839966563652
Q1WVK1_LACS1	157.22914798835785
D4J3S7_9FIRM	157.16115090926274
R5N3I1_9FIRM	157.01322826573374
